Index	CID_stereo	InChIKey	SMILES
573	9444	NMUSYJAQQFHJEW-KVTDHHQDSA-N	C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N
574	9642	WJOHZNCJWYWUJD-IUGZLZTKSA-N	CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3C[C@@H](C5=CC(=O)C=C[C@@]54C)F)F)O)C)OC(O2)(C)C
575	9651	ASUTZQLVASHGKV-JDFRZJQESA-N	CN1CC[C@@]23C=C[C@@H](C[C@@H]2OC4=C(C=CC(=C34)C1)OC)O
576	9677	JKWKMORAXJQQSR-MOPIKTETSA-N	CCCCCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C
577	9681	KPJZHOPZRAFDTN-ZRGWGRIASA-N	CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C
578	9782	UREBDLICKHMUKA-DVTGEIKXSA-N	C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C
579	9793	VWVSBHGCDBMOOT-OKPPOTDYSA-N	C[C@@H]1CC2C3CCC4=CC(=O)C=CC4([C@]3(C(CC2(C1C(=O)CO)C)O)F)C
580	9878	FAOZLTXFLGPHNG-KNAQIMQKSA-N	C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@]2([C@@]4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O
581	9880	UWFYSQMTEOIJJG-FDTZYFLXSA-N	CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=C(C4=CC(=O)[C@@H]5C[C@@H]5[C@]34C)Cl)C)OC(=O)C
582	9904	NPAGDVCDWIYMMC-IZPLOLCNSA-N	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@H]34
583	10100	XLMALTXPSGQGBX-GCJKJVERSA-N	CCC(=O)O[C@](CC1=CC=CC=C1)(C2=CC=CC=C2)[C@H](C)CN(C)C
584	10133	RUDATBOHQWOJDD-BSWAIDMHSA-N	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
585	10340	CDBYLPFSWZWCQE-UHFFFAOYSA-L	C(=O)([O-])[O-].[Na+].[Na+]
586	10413	SJZRECIVHVDYJC-UHFFFAOYSA-N	C(CC(=O)O)CO
587	10531	LUZRJRNZXALNLM-JGRZULCMSA-N	C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C
588	10547	OVXQHPWHMXOFRD-UHFFFAOYSA-M	CCOP(=O)(OCC)SCC[N+](C)(C)C.[I-]
589	10607	YJGVMLPVUAXIQN-XVVDYKMHSA-N	COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O
590	10631	FRQMUZJSZHZSGN-HBNHAYAOSA-N	C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)O)C)[C@@]4(C1=CC(=O)CC4)C
591	10660	NFLLKCVHYJRNRH-UHFFFAOYSA-N	CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
592	10836	MYWUZJCMWCOHBA-VIFPVBQESA-N	C[C@@H](CC1=CC=CC=C1)NC
593	10917	PHIQHXFUZVPYII-ZCFIWIBFSA-N	C[N+](C)(C)C[C@@H](CC(=O)[O-])O
594	11125	XGZVUEUWXADBQD-UHFFFAOYSA-L	[Li+].[Li+].C(=O)([O-])[O-]
595	11333	JCQLYHFGKNRPGE-FCVZTGTOSA-N	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@]([C@H]2O)(CO)O)CO)O)O)O)O
596	11683	RQZAXGRLVPAYTJ-GQFGMJRRSA-N	CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C
597	11973	BZACJASHKPPTKX-UHFFFAOYSA-N	C1=CC(=C(C=C1C(=N)N)Br)OCCCOC2=C(C=C(C=C2)C(=N)N)Br.C(CS(=O)(=O)O)O
598	12035	PWKSKIMOESPYIA-BYPYZUCNSA-N	CC(=O)N[C@@H](CS)C(=O)O
599	12460	MFOCDFTXLCYLKU-UHFFFAOYSA-N	CC1C(OCCN1C)C2=CC=CC=C2
600	12536	WBGKWQHBNHJJPZ-YWZQBGSISA-N	CC1(O[C@@H]2C[C@H]3C4CCC5=CC(=O)C=CC5([C@H]4C(CC3([C@@]2(O1)C(=O)CO)C)O)C)C
601	12555	CNBGNNVCVSKAQZ-UHFFFAOYSA-N	CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3
602	12559	YAVZHCFFUATPRK-YZPBMOCRSA-N	CCCCCCCCCCCCCCCCCC(=O)O.CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O
603	12560	ULGZDMOVFRHVEP-RWJQBGPGSA-N	CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O
604	12597	KLDXJTOLSGUMSJ-JGWLITMVSA-N	C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O)O
605	12620	NOPFSRXAKWQILS-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCCCCCCCO
606	13109	WWYNJERNGUHSAO-XUDSTZEESA-N	CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
607	13314	FJIKWRGCXUCUIG-UHFFFAOYSA-N	CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3Cl
608	13342	JXLYSJRDGCGARV-CFWMRBGOSA-N	CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
609	13769	BPEWUONYVDABNZ-DZBHQSCQSA-N	C[C@]12CC[C@H]3[C@H]([C@@H]1CCC(=O)O2)CCC4=CC(=O)C=C[C@]34C
610	13791	RSEPBGGWRJCQGY-RBRWEJTLSA-N	CCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=C3C=CC(=C4)O)C
611	14051	AUAHHJJRFHRVPV-BZDVOYDHSA-N	CC[C@@H](CO)NCCN[C@@H](CC)CO.Cl.Cl
612	14789	UCNNJGDEJXIUCC-UHFFFAOYSA-L	O[Fe]=O.O[Fe]=O.[Fe]
613	14888	QTLQKAJBUDWPIB-UHFFFAOYSA-N	[O-2].[O-2].[O-2].[As+3].[As+3]
614	14917	KRHYYFGTRYWZRS-UHFFFAOYSA-N	F
615	14969	MYPYJXKWCTUITO-LYRMYLQWSA-N	C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9[C@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)Cl)CO)O)O)(C)N)O
616	14970	LCTORFDMHNKUSG-GXOKSPCMSA-N	C[C@@H]1[C@@H]([C@](C[C@H](O1)O[C@H]2[C@@H]([C@H]([C@@H](O[C@@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H](C(C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9[C@@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)Cl)CO)O)O)(C)N)O.Cl
617	15209	POPFMWWJOGLOIF-XWCQMRHXSA-N	C[C@]12CCC(=O)C=C1[C@H](C[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3C[C@@H]5[C@]4(OC(O5)(C)C)C(=O)CO)C)O)F
618	15232	BVGLIYRKPOITBQ-ANPZCEIESA-N	CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.C1=CC=C(C=C1)CNCCNCC2=CC=CC=C2
619	15459	IMWZZHHPURKASS-UHFFFAOYSA-N	CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C
620	15541	UNFWWIHTNXNPBV-WXKVUWSESA-N	C[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)NC)O)NC)O)O
621	16078	CYQFCXCEBYINGO-IAGOWNOFSA-N	CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1)O
622	16124	MBKDYNNUVRNNRF-UHFFFAOYSA-N	C(P(=O)(O)O)P(=O)(O)O
623	16230	ACHKKGDWZVCSNH-UHFFFAOYSA-N	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N.Cl
624	16362	YVUQSNJEYSNKRX-UHFFFAOYSA-N	C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
625	16533	SNHRLVCMMWUAJD-SUYDQAKGSA-N	CCCCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CO
626	16850	GNBHRKFJIUUOQI-UHFFFAOYSA-N	C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O
627	16886	XAUDJQYHKZQPEU-UHFFFAOYSA-N	C1C(C(OC1N2C=NC(=NC2=O)N)CO)O
628	16923	IMBXEJJVJRTNOW-XYMSELFBSA-N	C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)CCC(=O)O)O
629	17358	SFZCNBIFKDRMGX-UHFFFAOYSA-N	FS(F)(F)(F)(F)F
630	18283	XNKLLVCARDGLGL-JGVFFNPUSA-N	CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO
631	18342	MUQNGPZZQDCDFT-FYTRABRASA-N	CC1(O[C@@H]2C[C@H]3C4CCC5=CC(=O)CCC5([C@]4(C(CC3([C@@]2(O1)C(=O)CCl)C)O)F)C)C
632	18381	YFAGHNZHGGCZAX-JKIFEVAISA-N	CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O
633	19090	VXIMPSPISRVBPZ-NWUMPJBXSA-N	CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)O)C)[C@@]4(C1=CC(=O)CC4)C
634	20279	PTOAARAWEBMLNO-KVQBGUIXSA-N	C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(N=C3N)Cl)CO)O
635	20469	NBMKJKDGKREAPL-DVTGEIKXSA-N	C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)Cl)C
636	20585	RIKWPUSWRKPQAB-UHFFFAOYSA-N	CN1C2=C(C(=O)N(C1=O)C)NC=N2.C[N+](C)(C)CCO
637	20824	FPPNZSSZRUTDAP-UWFZAAFLSA-N	CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)O)C(=O)O)C
638	21319	UIOFUWFRIANQPC-JKIFEVAISA-N	CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O
639	21700	KUVIULQEHSCUHY-XYWKZLDCSA-N	CCC(=O)OCC(=O)[C@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)Cl)O)C)C)OC(=O)CC
640	21800	CIWBQSYVNNPZIQ-XYWKZLDCSA-N	CCC(=O)OCC(=O)[C@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)OC(=O)CC
641	21844	WZDGZWOAQTVYBX-DBMUCODUSA-N	C[C@@H]1CC2=C(CCC(=O)C2)[C@@H]3C1[C@@H]4CC[C@](C4(CC3)C)(C#C)O
642	21945	ROAIXOJGRFKICW-UHFFFAOYSA-N	C1N2CN3CN1CN(C2)C3.C1=CC=C(C=C1)C(=O)NCC(=O)O
643	22318	VXIHRIQNJCRFQX-UHFFFAOYSA-K	C(C(C(=O)[O-])[S-])C(=O)[O-].[Na+].[Na+].[Au+]
644	22502	KZDCMKVLEYCGQX-UDPGNSCCSA-N	CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.O
645	23568	GPXLMGHLHQJAGZ-UHFFFAOYSA-N	CCOC1=C(C2=CC=CC=C2C=C1)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
646	23897	KLPWJLBORRMFGK-UHFFFAOYSA-N	CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C
647	23925	XEEYBQQBJWHFJM-UHFFFAOYSA-N	[Fe]
648	23926	FZLIPJUXYLNCLC-UHFFFAOYSA-N	[La]
649	23951	KZUNJOHGWZRPMI-UHFFFAOYSA-N	[Sm]
650	23954	BQCADISMDOOEFD-UHFFFAOYSA-N	[Ag]
651	23957	GKLVYJBZJHMRIY-UHFFFAOYSA-N	[Tc]
652	23976	VYZAMTAEIAYCRO-UHFFFAOYSA-N	[Cr]
653	23978	RYGMFSIKBFXOCR-UHFFFAOYSA-N	[Cu]
654	23982	UIWYJDYFSGRHKR-UHFFFAOYSA-N	[Gd]
655	23993	VWQVUPCCIRVNHF-UHFFFAOYSA-N	[Y]
656	23994	HCHKCACWOHOZIP-UHFFFAOYSA-N	[Zn]
657	24066	WREGKURFCTUGRC-POYBYMJQSA-N	C1C[C@@H](O[C@@H]1CO)N2C=CC(=NC2=O)N
658	24087	JNMWHTHYDQTDQZ-UHFFFAOYSA-N	S=[Se]=S
659	24414	TZCXTZWJZNENPQ-UHFFFAOYSA-L	[O-]S(=O)(=O)[O-].[Ba+2]
660	24424	NWONKYPBYAMBJT-UHFFFAOYSA-L	[O-]S(=O)(=O)[O-].[Zn+2]
661	24450	ZPWVASYFFYYZEW-UHFFFAOYSA-L	OP(=O)([O-])[O-].[K+].[K+]
662	24642	GBECUEIQVRDUKB-UHFFFAOYSA-M	Cl[Tl]
663	24706	ORKBYCQJWQBPFG-WOMZHKBXSA-N	CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34.C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O
664	24841	XMBWDFGMSWQBCA-UHFFFAOYSA-N	I
665	25419	ACSIXWWBWUQEHA-UHFFFAOYSA-N	C(P(=O)(O)O)(P(=O)(O)O)(Cl)Cl
666	25959	UETZVSHORCDDTH-UHFFFAOYSA-N	[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+2]
667	26069	BKPRVQDIOGQWTG-ICOOEGOYSA-N	C1[C@H]([C@@H]1[NH3+])C2=CC=CC=C2.C1[C@@H]([C@H]1[NH3+])C2=CC=CC=C2.[O-]S(=O)(=O)[O-]
668	26133	BMCQMVFGOVHVNG-TUFAYURCSA-N	CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)CO
669	26757	MEZLKOACVSPNER-GFCCVEGCSA-N	C[C@H](CC1=CC=CC=C1)N(C)CC#C
670	26934	DLNKOYKMWOXYQA-VXNVDRBHSA-N	C[C@H]([C@H](C1=CC=CC=C1)O)N
671	26986	PMGQWSIVQFOFOQ-MUCZFFFMSA-N	C[C@@](C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCC[C@H]3CCCN3C.C(=CC(=O)O)C(=O)O
672	27304	HJZKOAYDRQLPME-UHFFFAOYSA-N	C(O)(P(=O)(O)O)P(=O)(O)O
673	27350	NPIJXCQZLFKBMV-YTGGZNJNSA-L	CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1[N+]4(CCCCC4)C)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-].[Br-]
674	27400	FIADGNVRKBPQEU-UHFFFAOYSA-N	CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1
675	27447	ZAIPMKNFIOOWCQ-UEKVPHQBSA-N	CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O
676	27661	YWXYYJSYQOXTPL-SLPGGIOYSA-N	C1[C@@H]([C@@H]2[C@H](O1)[C@@H](CO2)O[N+](=O)[O-])O
677	27991	NFLWUMRGJYTJIN-UHFFFAOYSA-N	C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N
678	28332	VZPXFHVJUUSVLH-MYXGOWFTSA-N	CCC(=O)O[C@](CC1=CC=CC=C1)(C2=CC=CC=C2)[C@H](C)CN(C)C.C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)O
679	28417	POZRVZJJTULAOH-LHZXLZLDSA-N	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC5=C(C[C@]34C)C=NO5
680	28486	HBBGRARXTFLTSG-UHFFFAOYSA-N	[Li+]
681	28864	BKRGVLQUQGGVSM-KBXCAEBGSA-N	CCN(CC)C(=O)N[C@@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C
682	29029	KDLRVYVGXIQJDK-NOWPCOIGSA-N	CCC[C@@H]1C[C@H](N(C1)C)C(=O)NC([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)C(C)Cl
683	29089	YZIYKJHYYHPJIB-UUPCJSQJSA-N	C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl.C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O
684	29327	ZSJLQEPLLKMAKR-GKHCUFPYSA-N	CN(C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O)N=O
685	30323	STQGQHZAVUOBTE-VGBVRHCVSA-N	C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)C)O)N)O
686	30751	GIUYCYHIANZCFB-FJFJXFQQSA-N	C1=NC2=C(N1[C@H]3[C@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N=C(N=C2N)F
687	31072	CFOYWRHIYXMDOT-UHFFFAOYSA-N	CCOC(=O)N1C=CN(C1=S)C
688	31100	NOJMTMIRQRDZMT-GSPXQYRGSA-N	CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4CN([C@@H]5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O.CS(=O)(=O)O
689	31264	SQYNKIJPMDEDEG-UHFFFAOYSA-N	CC1OC(OC(O1)C)C
690	31307	GFNANZIMVAIWHM-OBYCQNJPSA-N	C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@H]([C@@]2(C(=O)CO)O)O)CCC4=CC(=O)C=C[C@@]43C)F)O
691	31378	AAXVEMMRQDVLJB-BULBTXNYSA-N	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O)F
692	31401	RUDATBOHQWOJDD-UZVSRGJWSA-N	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
693	31477	BQIPXWYNLPYNHW-UHFFFAOYSA-N	CC1=CC(=C(C(=C1OC(=O)C)C)C)OCC(CNC(C)C)O
694	31703	AOJJSUZBOXZQNB-TZSSRYMLSA-N	C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O
695	32169	GDWDBGSWGNEMGJ-UHFFFAOYSA-N	CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC.Cl
696	32603	UFUVLHLTWXBHGZ-UHFFFAOYSA-N	CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)OP(=O)(O)O)O)O)C(C)Cl
697	32798	CBGUOGMQLZIXBE-XGQKBEPLSA-N	CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CCl
698	32874	MWWSFMDVAYGXBV-FGBJBKNOSA-N	CC1C(C(CC(O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O.Cl
699	33036	SOYKEARSMXGVTM-HNNXBMFYSA-N	CN(C)CC[C@@H](C1=CC=C(C=C1)Cl)C2=CC=CC=N2
700	33255	MLYYVTUWGNIJIB-BXKDBHETSA-N	CC1=NN=C(S1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O
701	33613	LSQZJLSUYDQPKJ-NJBDSQKTSA-N	CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C
702	33624	BLJRIMJGRPQVNF-JTQLQIEISA-N	CC(C)(C)NC[C@@H](COC1=NSN=C1N2CCOCC2)O
703	33741	TVYLLZQTGLZFBW-ZBFHGGJFSA-N	CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O
704	34312	CTRLABGOLIVAIY-UHFFFAOYSA-N	C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N
705	34359	TZFNLOMSOLWIDK-JTQLQIEISA-N	C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)NN
706	35370	HBOMLICNUCNMMY-XLPZGREQSA-N	CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-]
707	36294	NLVFBUXFDBBNBW-PBSUHMDJSA-N	C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N
708	36339	NPUKDXXFDDZOKR-UHFFFAOYSA-N	CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2
709	36462	VJJPUSNTGOMMGY-MRVIYFEKSA-N	C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
710	36523	XLXSAKCOAKORKW-UHFFFAOYSA-N	CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6
711	36811	JRWZLRBJNMZMFE-UHFFFAOYSA-N	CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O
712	37392	WANGFTDWOFGECH-UHFFFAOYSA-N	CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O.Cl
713	37464	KQXKVJAGOJTNJS-HNNXBMFYSA-N	CC(C)(C)NC[C@@H](COC1=CC=CC=C1C2CCCC2)O
714	37542	IWUCXVSUMQZMFG-AFCXAGJDSA-N	C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N
715	37720	FCCNSUIJIOOXEZ-SJYYZXOBSA-N	C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2CO[C@H]([C@@H]([C@H]2OS(=O)(=O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)O
716	37768	LKCWBDHBTVXHDL-RMDFUYIESA-N	C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N
717	38852	YKFCISHFRZHKHY-NGQGLHOPSA-N	C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N.C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N.O.O.O
718	38904	DVQHYTBCTGYNNN-UHFFFAOYSA-N	C1CC(C1)(C(=O)O)C(=O)O.N.N.[Pt]
719	39042	IIBYAHWJQTYFKB-UHFFFAOYSA-N	CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl
720	39147	VWPOSFSPZNDTMJ-UCWKZMIHSA-N	CC(C)(C)NCC(COC1=CC=CC2=C1C[C@@H]([C@@H](C2)O)O)O
